assessment_id,Emp_ID,course_id,score_prct,method_of_assessment,assessment_date,ingest_timestamp,load_key
A00106,E00201,C00031,67,Hands-on,2021-07-22,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00107,E00203,C00031,76,Client Interview,2021-07-22,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00108,E00204,C00021,78,Applied Project Simulation,2024-06-08,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00109,E00206,C00027,97,Applied Project Simulation,2021-07-28,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00110,E00209,C00030,66,Competency,2023-07-14,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00111,E00213,C00033,61,Client Interview,2023-06-26,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00112,E00215,C00017,60,Applied Project Simulation,2024-07-16,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00113,E00217,C00025,65,Applied Project Simulation,2023-11-03,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00114,E00218,C00030,79,Applied Project Simulation,2024-05-06,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00115,E00219,C00040,72,Competency,2024-08-05,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00116,E00223,C00034,77,Hands-on,2022-11-22,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00117,E00223,C00050,91,Client Interview,2021-06-28,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00118,E00224,C00007,69,Client Interview,2026-05-11,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00119,E00225,C00003,83,Competency,2023-09-01,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00120,E00226,C00038,97,Applied Project Simulation,2021-03-19,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00121,E00227,C00031,75,Client Interview,2023-07-31,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00122,E00228,C00010,78,Applied Project Simulation,2026-03-10,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00123,E00230,C00030,44,Competency,2024-05-24,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00124,E00231,C00014,97,Hands-on,2021-06-12,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00125,E00232,C00028,68,Competency,2023-12-31,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00126,E00233,C00050,45,Client Interview,2021-10-24,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00127,E00234,C00041,92,Applied Project Simulation,2024-10-11,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00128,E00234,C00040,48,Applied Project Simulation,2022-03-26,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00129,E00235,C00022,84,Competency,2025-09-28,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00130,E00237,C00030,86,Competency,2024-04-14,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00131,E00241,C00015,94,Hands-on,2026-03-24,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00132,E00243,C00005,84,Applied Project Simulation,2025-02-20,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00133,E00244,C00021,72,Client Interview,2024-01-29,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00134,E00250,C00013,43,Client Interview,2026-06-12,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00135,E00251,C00015,62,Hands-on,2025-11-02,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00136,E00252,C00023,75,Competency,2024-08-20,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00137,E00253,C00044,77,Applied Project Simulation,2025-05-18,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00138,E00256,C00020,41,Client Interview,2024-05-29,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00139,E00259,C00040,72,Competency,2022-07-15,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00140,E00260,C00032,83,Competency,2022-02-02,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00141,E00263,C00005,59,Applied Project Simulation,2025-03-22,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00142,E00264,C00023,80,Hands-on,2024-06-19,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00143,E00264,C00015,61,Client Interview,2026-03-25,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00144,E00266,C00013,74,Client Interview,2026-02-16,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00145,E00272,C00033,91,Competency,2022-12-05,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00146,E00274,C00043,74,Client Interview,2025-07-04,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00147,E00274,C00034,89,Hands-on,2022-09-04,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00148,E00276,C00032,89,Competency,2022-05-15,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00149,E00277,C00022,85,Applied Project Simulation,2026-01-18,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00150,E00279,C00018,63,Applied Project Simulation,2023-09-08,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00151,E00281,C00017,71,Client Interview,2025-05-08,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00152,E00282,C00033,88,Competency,2023-06-30,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00153,E00283,C00047,44,Hands-on,2026-01-12,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00154,E00284,C00046,87,Client Interview,2023-10-27,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00155,E00284,C00028,61,Applied Project Simulation,2023-12-17,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00156,E00285,C00028,48,Client Interview,2024-04-04,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00157,E00286,C00039,64,Hands-on,2025-01-31,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00158,E00289,C00017,71,Hands-on,2025-09-01,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00159,E00290,C00017,63,Competency,2026-06-27,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00160,E00291,C00021,90,Hands-on,2024-02-28,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00161,E00292,C00032,99,Client Interview,2022-03-28,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00162,E00293,C00005,59,Client Interview,2025-06-24,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00163,E00295,C00028,85,Applied Project Simulation,2024-02-12,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00164,E00297,C00046,71,Client Interview,2023-12-05,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00165,E00298,C00033,67,Applied Project Simulation,2024-10-01,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00166,E00298,C00015,82,Hands-on,2025-09-16,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00167,E00299,C00005,89,Client Interview,2025-03-14,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00168,E00300,C00032,62,Applied Project Simulation,2022-01-19,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00169,E00301,C00041,92,Client Interview,2024-10-10,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00170,E00302,C00014,72,Hands-on,2022-01-21,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00171,E00304,C00008,88,Applied Project Simulation,2024-11-01,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00172,E00305,C00046,79,Client Interview,2024-10-17,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00173,E00308,C00022,65,Competency,2026-02-18,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00174,E00309,C00028,75,Applied Project Simulation,2024-06-20,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00175,E00311,C00030,76,Competency,2024-04-07,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00176,E00312,C00030,70,Competency,2024-03-16,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00177,E00312,C00027,67,Applied Project Simulation,2022-01-26,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00178,E00313,C00028,56,Competency,2024-07-22,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00179,E00315,C00049,89,Hands-on,2024-05-11,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00180,E00316,C00019,81,Hands-on,2025-12-07,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00181,E00317,C00018,66,Client Interview,2023-01-06,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00182,E00318,C00028,52,Hands-on,2023-12-22,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00183,E00319,C00028,99,Hands-on,2024-06-29,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00184,E00320,C00010,83,Competency,2026-02-08,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00185,E00320,C00035,94,Client Interview,2024-12-23,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00186,E00322,C00036,85,Client Interview,2024-03-22,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00187,E00325,C00023,98,Competency,2024-06-28,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00188,E00327,C00021,97,Applied Project Simulation,2024-05-21,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00189,E00329,C00027,75,Competency,2022-02-01,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00190,E00335,C00020,50,Competency,2024-03-20,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00191,E00335,C00010,52,Competency,2026-03-17,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00192,E00336,C00018,84,Client Interview,2022-12-13,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00193,E00337,C00031,85,Hands-on,2025-01-06,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00194,E00338,C00019,98,Competency,2026-02-12,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00195,E00339,C00029,66,Competency,2025-09-16,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00196,E00342,C00014,66,Hands-on,2021-05-16,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00197,E00343,C00033,63,Applied Project Simulation,2022-10-02,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00198,E00344,C00026,82,Client Interview,2024-09-29,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00199,E00345,C00046,86,Competency,2023-06-11,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00200,E00345,C00049,92,Hands-on,2023-06-28,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00201,E00346,C00035,89,Client Interview,2021-06-05,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00202,E00347,C00031,48,Client Interview,2022-08-09,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00203,E00351,C00043,47,Competency,2024-12-22,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00204,E00357,C00028,89,Hands-on,2024-11-14,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00205,E00358,C00021,95,Competency,2024-04-08,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00206,E00362,C00016,93,Applied Project Simulation,2024-09-13,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00207,E00364,C00020,94,Client Interview,2024-05-12,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00208,E00368,C00017,43,Client Interview,2026-04-18,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00209,E00372,C00045,96,Client Interview,2023-05-24,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00210,E00374,C00026,77,Hands-on,2024-04-06,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00211,E00376,C00035,76,Client Interview,2022-01-15,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00212,E00379,C00022,56,Applied Project Simulation,2025-06-07,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00213,E00380,C00040,96,Competency,2022-07-16,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00214,E00382,C00036,78,Hands-on,2024-11-08,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00215,E00386,C00020,51,Client Interview,2024-10-18,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00216,E00386,C00013,60,Applied Project Simulation,2025-10-01,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00217,E00388,C00028,100,Applied Project Simulation,2024-02-15,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00218,E00389,C00019,95,Hands-on,2025-11-11,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00219,E00389,C00028,46,Client Interview,2024-01-08,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00220,E00390,C00033,68,Competency,2023-03-30,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00221,E00396,C00029,90,Competency,2026-05-09,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
