assessment_id,Emp_ID,course_id,score_prct,method_of_assessment,assessment_date,ingest_timestamp,load_key
A01699,E01090,C00025,93,Hands-on,2024-01-06,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01700,E01091,C00014,82,Hands-on,2021-10-22,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01701,E01092,C00032,76,Client Interview,2022-06-07,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01702,E01092,C00046,57,Competency,2024-03-15,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01703,E01093,C00030,88,Competency,2024-03-03,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01704,E01093,C00024,94,Client Interview,2023-02-15,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01705,E01093,C00023,55,Hands-on,2024-10-18,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01706,E01094,C00035,56,Client Interview,2021-03-20,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01707,E01094,C00027,87,Hands-on,2022-06-20,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01708,E01094,C00032,64,Client Interview,2022-04-20,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01709,E01095,C00047,57,Applied Project Simulation,2025-10-29,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01710,E01095,C00016,95,Client Interview,2021-04-14,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01711,E01097,C00003,92,Applied Project Simulation,2023-12-28,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01712,E01097,C00009,52,Hands-on,2022-02-03,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01713,E01099,C00014,97,Applied Project Simulation,2021-08-02,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01714,E01099,C00024,62,Client Interview,2022-08-29,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01715,E01100,C00026,74,Competency,2024-06-04,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01716,E01100,C00016,95,Competency,2020-12-28,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01717,E01101,C00025,66,Competency,2022-11-02,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01718,E01101,C00028,77,Hands-on,2024-02-08,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01719,E01102,C00025,55,Client Interview,2022-11-26,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01720,E01102,C00027,90,Applied Project Simulation,2021-06-30,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01721,E01105,C00027,96,Client Interview,2021-08-20,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01722,E01105,C00025,90,Hands-on,2023-01-24,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01723,E01106,C00025,57,Hands-on,2022-10-13,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01724,E01106,C00027,55,Hands-on,2021-07-02,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01725,E01107,C00028,100,Hands-on,2024-04-27,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01726,E01108,C00031,63,Client Interview,2022-02-08,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01727,E01109,C00034,60,Competency,2022-12-02,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01728,E01109,C00010,86,Hands-on,2025-06-19,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01729,E01111,C00028,88,Hands-on,2024-05-03,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01730,E01112,C00031,88,Hands-on,2022-02-18,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01731,E01112,C00038,63,Applied Project Simulation,2020-06-12,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01732,E01112,C00017,64,Hands-on,2024-08-25,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01733,E01113,C00026,62,Hands-on,2025-04-08,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01734,E01113,C00048,77,Client Interview,2026-04-04,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01735,E01115,C00027,75,Hands-on,2021-09-08,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01736,E01115,C00026,96,Client Interview,2025-04-25,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01737,E01115,C00048,70,Hands-on,2026-04-18,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01738,E01116,C00022,72,Applied Project Simulation,2026-03-13,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01739,E01116,C00032,82,Applied Project Simulation,2022-11-22,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01740,E01116,C00025,83,Applied Project Simulation,2023-12-05,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01741,E01117,C00028,77,Competency,2023-10-19,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01742,E01118,C00028,73,Competency,2024-02-12,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01743,E01119,C00025,95,Applied Project Simulation,2023-03-15,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01744,E01120,C00030,64,Hands-on,2023-10-01,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01745,E01120,C00014,56,Applied Project Simulation,2022-02-07,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01746,E01121,C00011,93,Client Interview,2024-01-27,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01747,E01121,C00005,81,Hands-on,2025-01-24,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01748,E01122,C00039,60,Applied Project Simulation,2024-02-19,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01749,E01122,C00047,51,Hands-on,2025-10-06,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01750,E01122,C00036,52,Hands-on,2024-10-14,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01751,E01123,C00022,76,Applied Project Simulation,2026-02-01,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01752,E01124,C00045,55,Applied Project Simulation,2023-10-25,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01753,E01124,C00002,79,Client Interview,2021-07-05,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01754,E01125,C00033,51,Competency,2024-01-09,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01755,E01125,C00050,94,Client Interview,2024-02-06,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01756,E01126,C00019,84,Hands-on,2025-10-30,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01757,E01126,C00047,57,Hands-on,2026-01-07,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01758,E01126,C00002,89,Client Interview,2021-01-27,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01759,E01127,C00026,79,Hands-on,2025-04-24,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01760,E01129,C00006,90,Client Interview,2022-02-05,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01761,E01129,C00036,80,Client Interview,2024-05-15,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01762,E01129,C00018,64,Hands-on,2022-08-12,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01763,E01130,C00039,65,Competency,2024-03-15,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01764,E01131,C00033,63,Hands-on,2022-10-22,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01765,E01131,C00041,81,Hands-on,2024-03-06,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01766,E01131,C00038,82,Applied Project Simulation,2021-01-09,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01767,E01132,C00040,56,Competency,2022-04-09,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01768,E01133,C00050,62,Client Interview,2021-07-29,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01769,E01135,C00024,69,Hands-on,2022-08-14,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01770,E01136,C00040,51,Client Interview,2022-05-22,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01771,E01137,C00010,83,Client Interview,2025-10-28,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01772,E01137,C00043,72,Client Interview,2024-11-17,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01773,E01139,C00014,71,Hands-on,2021-07-31,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01774,E01139,C00038,74,Client Interview,2020-12-21,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01775,E01140,C00014,88,Applied Project Simulation,2025-02-07,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01776,E01140,C00031,91,Competency,2025-01-22,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01777,E01140,C00029,86,Applied Project Simulation,2025-06-14,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01778,E01141,C00023,64,Client Interview,2025-01-24,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01779,E01141,C00031,67,Client Interview,2025-03-18,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01780,E01145,C00026,96,Hands-on,2024-09-18,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01781,E01146,C00005,80,Applied Project Simulation,2024-12-02,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
