assessment_id,Emp_ID,course_id,score_prct,method_of_assessment,assessment_date,ingest_timestamp,load_key
A00300,E00534,C00027,82,Client Interview,2022-03-06,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00301,E00537,C00043,56,Applied Project Simulation,2025-01-24,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00302,E00538,C00031,91,Competency,2021-07-25,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00303,E00538,C00028,91,Applied Project Simulation,2024-01-06,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00304,E00540,C00025,83,Client Interview,2023-11-09,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00305,E00540,C00028,76,Hands-on,2024-08-17,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00306,E00541,C00030,46,Competency,2024-04-06,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00307,E00543,C00002,77,Client Interview,2020-11-07,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00308,E00544,C00024,83,Competency,2022-09-15,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00309,E00545,C00040,91,Hands-on,2022-03-03,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00310,E00545,C00025,95,Hands-on,2022-12-31,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00311,E00546,C00033,59,Hands-on,2023-04-04,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00312,E00549,C00047,80,Client Interview,2025-11-16,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00313,E00553,C00040,42,Competency,2022-06-18,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00314,E00556,C00041,94,Competency,2024-02-29,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00315,E00558,C00037,79,Client Interview,2026-02-08,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00316,E00560,C00045,74,Applied Project Simulation,2024-03-17,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00317,E00561,C00005,73,Client Interview,2025-06-22,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00318,E00564,C00014,93,Competency,2022-02-23,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00319,E00564,C00025,74,Applied Project Simulation,2023-04-25,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00320,E00569,C00043,71,Applied Project Simulation,2024-11-10,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00321,E00570,C00026,96,Hands-on,2024-11-22,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00322,E00571,C00032,58,Client Interview,2021-05-24,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00323,E00574,C00043,44,Competency,2025-08-01,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00324,E00576,C00007,72,Client Interview,2025-12-07,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00325,E00577,C00032,81,Hands-on,2021-07-18,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00326,E00578,C00018,45,Applied Project Simulation,2022-12-29,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00327,E00579,C00010,97,Hands-on,2025-11-03,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00328,E00579,C00024,73,Applied Project Simulation,2023-06-18,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00329,E00581,C00027,97,Applied Project Simulation,2022-03-22,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00330,E00583,C00025,98,Hands-on,2023-10-17,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00331,E00587,C00030,54,Hands-on,2023-08-26,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00332,E00588,C00040,93,Applied Project Simulation,2022-04-05,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00333,E00589,C00030,58,Competency,2023-08-29,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00334,E00589,C00011,62,Hands-on,2024-10-28,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00335,E00589,C00031,48,Client Interview,2021-09-29,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00336,E00591,C00024,48,Applied Project Simulation,2023-01-31,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00337,E00593,C00044,43,Hands-on,2025-07-07,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00338,E00596,C00025,69,Hands-on,2022-07-25,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00339,E00597,C00028,40,Applied Project Simulation,2024-06-01,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00340,E00598,C00032,80,Applied Project Simulation,2021-09-02,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00341,E00598,C00022,95,Client Interview,2025-04-05,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00342,E00598,C00014,76,Competency,2021-11-05,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00343,E00599,C00025,74,Competency,2022-07-14,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00344,E00600,C00033,80,Competency,2023-01-15,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00345,E00601,C00017,71,Applied Project Simulation,2024-08-05,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00346,E00602,C00032,53,Client Interview,2021-11-18,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00347,E00604,C00042,89,Applied Project Simulation,2022-05-31,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00348,E00605,C00007,64,Hands-on,2026-06-03,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00349,E00607,C00011,65,Applied Project Simulation,2024-03-15,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00350,E00611,C00025,75,Applied Project Simulation,2023-03-13,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00351,E00616,C00014,89,Competency,2021-10-22,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00352,E00617,C00044,90,Hands-on,2025-01-22,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00353,E00619,C00006,73,Client Interview,2021-12-17,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00354,E00619,C00024,83,Competency,2022-08-07,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00355,E00625,C00018,81,Hands-on,2022-11-11,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00356,E00625,C00011,46,Hands-on,2023-12-27,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00357,E00625,C00019,73,Applied Project Simulation,2026-05-21,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00358,E00630,C00040,71,Applied Project Simulation,2022-01-24,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00359,E00631,C00010,90,Competency,2026-02-18,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00360,E00632,C00022,59,Client Interview,2025-05-15,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00361,E00634,C00029,77,Hands-on,2025-04-17,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00362,E00634,C00038,87,Applied Project Simulation,2021-07-22,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00363,E00639,C00028,77,Hands-on,2024-02-09,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00364,E00642,C00003,75,Competency,2023-07-04,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00365,E00642,C00017,77,Applied Project Simulation,2024-08-30,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00366,E00643,C00050,42,Competency,2021-11-12,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00367,E00644,C00022,76,Competency,2026-05-03,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00368,E00645,C00025,63,Hands-on,2023-11-01,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00369,E00647,C00013,86,Client Interview,2026-01-18,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00370,E00648,C00025,83,Applied Project Simulation,2023-12-07,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00371,E00648,C00027,87,Client Interview,2022-04-28,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00372,E00649,C00025,56,Applied Project Simulation,2023-12-02,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00373,E00649,C00027,98,Client Interview,2022-04-28,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00374,E00653,C00033,50,Competency,2023-06-19,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00375,E00656,C00037,79,Competency,2025-07-21,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00376,E00657,C00008,88,Hands-on,2025-04-11,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00377,E00661,C00017,58,Hands-on,2026-04-28,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00378,E00661,C00002,62,Client Interview,2021-06-30,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00379,E00663,C00002,77,Applied Project Simulation,2020-10-10,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00380,E00664,C00021,68,Applied Project Simulation,2024-11-01,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00381,E00666,C00047,77,Client Interview,2025-11-16,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00382,E00666,C00038,65,Client Interview,2021-03-29,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00383,E00668,C00044,62,Hands-on,2024-11-17,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00384,E00669,C00025,76,Competency,2022-06-11,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00385,E00670,C00006,49,Client Interview,2022-01-20,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00386,E00671,C00046,88,Client Interview,2023-05-17,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00387,E00671,C00024,97,Competency,2023-05-26,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00388,E00675,C00023,78,Competency,2024-11-18,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00389,E00675,C00030,66,Applied Project Simulation,2023-10-19,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00390,E00678,C00031,62,Hands-on,2025-02-10,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00391,E00678,C00044,48,Applied Project Simulation,2025-06-29,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00392,E00680,C00019,94,Client Interview,2026-06-05,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00393,E00682,C00023,70,Competency,2024-04-29,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00394,E00686,C00038,64,Hands-on,2022-10-14,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00395,E00687,C00041,72,Client Interview,2024-09-30,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00396,E00689,C00041,59,Applied Project Simulation,2024-07-14,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00397,E00690,C00026,60,Competency,2025-05-21,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00398,E00694,C00026,90,Applied Project Simulation,2024-07-15,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00399,E00694,C00027,69,Applied Project Simulation,2021-12-28,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00400,E00698,C00035,57,Competency,2021-09-12,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00401,E00699,C00028,99,Hands-on,2023-11-01,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00402,E00700,C00025,61,Hands-on,2023-10-19,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00403,E00701,C00016,95,Hands-on,2024-02-23,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00404,E00702,C00027,86,Client Interview,2022-05-14,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00405,E00704,C00035,99,Hands-on,2022-02-18,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00406,E00704,C00014,63,Hands-on,2022-01-16,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00407,E00705,C00015,70,Hands-on,2026-05-20,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00408,E00706,C00025,40,Hands-on,2022-06-16,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00409,E00712,C00027,59,Competency,2021-08-27,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00410,E00713,C00028,92,Client Interview,2024-10-09,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00411,E00716,C00003,80,Competency,2024-06-01,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00412,E00717,C00041,80,Client Interview,2024-03-24,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00413,E00719,C00030,50,Hands-on,2023-08-29,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00414,E00720,C00002,40,Competency,2020-12-01,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00415,E00721,C00007,84,Applied Project Simulation,2025-12-03,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00416,E00723,C00021,86,Client Interview,2024-03-11,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00417,E00724,C00004,57,Hands-on,2026-05-12,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00418,E00726,C00048,90,Client Interview,2026-02-15,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00419,E00730,C00036,89,Hands-on,2024-08-30,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00420,E00731,C00032,61,Hands-on,2022-07-11,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00421,E00733,C00040,85,Client Interview,2022-02-07,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00422,E00735,C00005,83,Applied Project Simulation,2024-12-04,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00423,E00736,C00042,81,Applied Project Simulation,2023-05-16,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00424,E00738,C00014,72,Client Interview,2022-04-17,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00425,E00738,C00010,70,Client Interview,2025-09-28,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00426,E00739,C00028,64,Hands-on,2024-07-26,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00427,E00743,C00019,99,Hands-on,2026-04-16,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00428,E00744,C00034,79,Client Interview,2022-11-07,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00429,E00745,C00021,82,Applied Project Simulation,2024-06-18,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00430,E00747,C00040,90,Competency,2025-04-01,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00431,E00747,C00041,75,Hands-on,2025-05-06,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00432,E00750,C00007,52,Competency,2026-06-15,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00433,E00754,C00044,73,Client Interview,2025-07-03,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00434,E00754,C00013,51,Applied Project Simulation,2025-11-15,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00435,E00760,C00034,91,Client Interview,2023-02-27,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00436,E00764,C00047,62,Competency,2025-10-28,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00437,E00764,C00007,79,Client Interview,2025-11-16,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00438,E00769,C00040,78,Applied Project Simulation,2022-09-30,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00439,E00777,C00028,64,Applied Project Simulation,2024-03-29,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00440,E00783,C00032,67,Hands-on,2021-12-04,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00441,E00784,C00034,86,Hands-on,2024-12-29,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00442,E00784,C00032,91,Applied Project Simulation,2025-01-10,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00443,E00785,C00031,88,Competency,2023-05-11,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00444,E00787,C00022,56,Client Interview,2025-11-17,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00445,E00787,C00004,82,Competency,2026-03-15,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00446,E00788,C00024,86,Applied Project Simulation,2023-03-04,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00447,E00789,C00014,41,Client Interview,2021-11-30,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00448,E00789,C00013,99,Competency,2026-06-04,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00449,E00790,C00025,87,Client Interview,2023-06-20,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00450,E00793,C00003,59,Hands-on,2024-01-05,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00451,E00794,C00004,89,Hands-on,2025-12-05,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00452,E00795,C00018,100,Client Interview,2023-02-27,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00453,E00795,C00016,46,Hands-on,2021-04-08,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00454,E00798,C00029,80,Client Interview,2026-01-11,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00455,E00799,C00047,75,Competency,2025-12-07,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00456,E00800,C00028,76,Applied Project Simulation,2024-05-08,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00457,E00801,C00032,92,Hands-on,2025-03-20,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00458,E00803,C00023,70,Applied Project Simulation,2024-08-12,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00459,E00807,C00022,88,Client Interview,2025-09-28,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00460,E00807,C00003,78,Applied Project Simulation,2023-11-23,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00461,E00808,C00031,55,Competency,2022-04-01,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00462,E00810,C00023,91,Applied Project Simulation,2024-11-06,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00463,E00812,C00039,92,Hands-on,2024-01-21,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00464,E00813,C00017,98,Competency,2025-03-01,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00465,E00814,C00041,40,Hands-on,2024-06-23,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00466,E00815,C00021,97,Hands-on,2024-05-14,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00467,E00815,C00006,93,Hands-on,2023-12-21,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00468,E00819,C00034,75,Competency,2023-03-24,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00469,E00820,C00040,74,Applied Project Simulation,2021-12-09,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00470,E00820,C00049,54,Applied Project Simulation,2024-05-07,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00471,E00825,C00033,98,Competency,2023-06-26,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00472,E00825,C00016,80,Hands-on,2020-12-24,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00473,E00826,C00014,71,Competency,2021-11-11,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00474,E00826,C00032,99,Competency,2022-05-13,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00475,E00833,C00043,57,Hands-on,2025-07-14,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00476,E00833,C00022,79,Hands-on,2025-08-08,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00477,E00837,C00023,78,Client Interview,2024-10-01,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00478,E00838,C00032,89,Competency,2021-07-26,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00479,E00839,C00027,66,Competency,2023-09-05,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00480,E00841,C00030,88,Applied Project Simulation,2024-02-12,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00481,E00842,C00013,89,Applied Project Simulation,2026-03-27,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00482,E00842,C00033,55,Competency,2023-01-10,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00483,E00848,C00030,75,Client Interview,2024-02-07,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00484,E00856,C00023,65,Competency,2024-09-02,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00485,E00857,C00039,98,Client Interview,2024-01-01,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00486,E00858,C00022,92,Client Interview,2025-06-10,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00487,E00860,C00031,86,Hands-on,2022-02-11,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00488,E00861,C00030,61,Applied Project Simulation,2024-02-14,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00489,E00864,C00046,83,Client Interview,2023-04-19,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00490,E00873,C00025,59,Client Interview,2023-09-09,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00491,E00874,C00014,73,Client Interview,2024-10-07,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00492,E00876,C00017,96,Applied Project Simulation,2024-10-31,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00493,E00876,C00044,64,Client Interview,2025-02-19,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00494,E00877,C00028,65,Client Interview,2023-12-18,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00495,E00878,C00014,100,Client Interview,2024-05-20,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00496,E00882,C00018,59,Hands-on,2022-09-12,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00497,E00883,C00028,41,Hands-on,2024-07-08,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
