trainer_id,course_id,training_start_date,training_end_date,ingest_timestamp,load_key
T00045,C00040,09-05-2022,15-05-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00046,C00039,29-02-2024,03-03-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00047,C00019,05-02-2026,19-02-2026,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00048,C00033,28-06-2022,01-07-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00049,C00038,26-02-2021,04-03-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00050,C00018,20-09-2022,29-09-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00051,C00033,15-08-2022,28-08-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00052,C00006,12-08-2021,26-08-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00053,C00003,04-01-2024,10-01-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00054,C00021,11-12-2023,18-12-2023,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00055,C00005,10-08-2025,13-08-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00056,C00036,18-07-2024,22-07-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00057,C00036,03-09-2024,11-09-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00058,C00031,29-07-2021,01-08-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00059,C00036,28-12-2024,07-01-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00060,C00048,29-07-2025,04-08-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00061,C00032,30-10-2021,12-11-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00062,C00039,20-11-2023,01-12-2023,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00063,C00050,09-09-2020,21-09-2020,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00064,C00040,06-09-2021,13-09-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00065,C00035,23-11-2021,01-12-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00066,C00047,20-05-2026,26-05-2026,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00067,C00006,14-03-2022,24-03-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00068,C00008,25-12-2024,29-12-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00069,C00032,20-05-2021,24-05-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00070,C00048,09-05-2026,13-05-2026,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00071,C00015,02-06-2025,13-06-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00072,C00027,09-09-2021,21-09-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00073,C00005,11-05-2025,19-05-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00074,C00008,28-01-2025,05-02-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00075,C00034,10-11-2022,23-11-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00076,C00029,12-07-2025,16-07-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00077,C00007,21-11-2025,06-12-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00078,C00033,14-06-2023,19-06-2023,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00079,C00030,25-12-2023,04-01-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00080,C00003,11-06-2023,24-06-2023,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00081,C00047,06-07-2025,19-07-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00082,C00030,21-01-2024,27-01-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00083,C00025,08-09-2022,19-09-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00084,C00035,29-10-2021,06-11-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00085,C00022,03-10-2025,10-10-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00086,C00026,13-09-2024,23-09-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00087,C00021,02-05-2024,15-05-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00088,C00009,22-06-2022,04-07-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00089,C00014,27-11-2021,10-12-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00090,C00047,17-10-2025,29-10-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00091,C00046,18-10-2023,24-10-2023,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00092,C00022,10-03-2025,20-03-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00093,C00041,28-11-2023,08-12-2023,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00094,C00002,16-05-2021,20-05-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00095,C00050,05-04-2021,14-04-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00096,C00035,13-12-2020,18-12-2020,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00097,C00032,11-08-2021,17-08-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00098,C00049,11-05-2023,25-05-2023,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00099,C00016,21-12-2020,05-01-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00100,C00047,06-01-2026,10-01-2026,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00101,C00037,20-12-2025,23-12-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00102,C00021,14-03-2024,23-03-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00103,C00020,20-09-2023,29-09-2023,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00104,C00027,17-05-2021,31-05-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00105,C00038,25-01-2021,30-01-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00106,C00035,17-09-2021,24-09-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00107,C00029,24-11-2025,08-12-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00108,C00001,30-07-2022,04-08-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00109,C00010,14-07-2025,27-07-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00110,C00031,17-02-2021,21-02-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00111,C00036,01-05-2024,14-05-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00112,C00002,30-08-2020,13-09-2020,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00113,C00013,05-03-2026,12-03-2026,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00114,C00033,11-12-2022,23-12-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00115,C00025,07-09-2022,19-09-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00116,C00045,29-01-2024,06-02-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00117,C00023,10-07-2024,24-07-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00118,C00018,15-09-2022,22-09-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00119,C00018,23-07-2022,03-08-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00120,C00001,15-03-2022,18-03-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00121,C00037,17-03-2026,30-03-2026,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00122,C00012,22-09-2021,04-10-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00123,C00045,22-01-2024,27-01-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00124,C00038,11-04-2021,23-04-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00125,C00043,13-09-2024,23-09-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00126,C00002,31-01-2021,08-02-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00127,C00033,05-02-2023,19-02-2023,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00128,C00045,09-03-2024,12-03-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00129,C00017,22-10-2025,04-11-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00130,C00017,07-06-2025,21-06-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00131,C00023,21-11-2023,05-12-2023,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00132,C00015,28-12-2025,07-01-2026,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00133,C00042,03-05-2023,06-05-2023,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00134,C00028,12-04-2024,21-04-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00135,C00040,30-07-2022,02-08-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00136,C00008,12-04-2024,25-04-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00137,C00046,24-12-2023,06-01-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00138,C00034,16-09-2022,30-09-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00139,C00018,23-07-2022,31-07-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00140,C00018,24-09-2022,06-10-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00141,C00040,12-11-2021,19-11-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00142,C00026,23-03-2025,06-04-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00143,C00047,19-05-2026,23-05-2026,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00144,C00008,09-12-2024,12-12-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00145,C00024,22-02-2023,07-03-2023,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00146,C00024,31-10-2022,09-11-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00147,C00014,18-02-2022,03-03-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00148,C00013,14-06-2026,18-06-2026,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00149,C00001,23-09-2022,30-09-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00150,C00024,02-02-2023,12-02-2023,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00151,C00046,23-10-2023,29-10-2023,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00152,C00044,14-02-2025,17-02-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00153,C00008,26-07-2024,07-08-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00154,C00023,27-02-2024,01-03-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00155,C00016,05-11-2020,08-11-2020,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00156,C00029,25-09-2025,28-09-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00157,C00029,21-08-2025,27-08-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00158,C00024,16-12-2022,20-12-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00159,C00009,20-02-2022,03-03-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00160,C00040,16-06-2022,25-06-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00161,C00013,06-06-2026,17-06-2026,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00162,C00017,28-01-2025,06-02-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00163,C00048,03-01-2026,16-01-2026,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00164,C00048,21-07-2025,02-08-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00165,C00018,19-09-2022,25-09-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00166,C00004,28-01-2026,31-01-2026,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00167,C00032,13-11-2021,27-11-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00168,C00009,29-07-2022,05-08-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00169,C00047,26-03-2026,02-04-2026,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00170,C00003,08-12-2023,11-12-2023,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00171,C00020,03-11-2023,16-11-2023,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00172,C00040,28-10-2021,03-11-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00173,C00044,04-12-2024,14-12-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00174,C00043,09-03-2025,17-03-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00175,C00039,08-04-2024,19-04-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00176,C00027,15-09-2021,22-09-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00177,C00006,29-09-2021,03-10-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00178,C00001,27-10-2022,10-11-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00179,C00040,05-10-2021,15-10-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00180,C00033,16-06-2022,01-07-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00181,C00032,02-06-2021,16-06-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00182,C00030,09-09-2023,14-09-2023,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00183,C00028,31-05-2024,12-06-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00184,C00013,01-05-2026,05-05-2026,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00185,C00025,08-04-2023,21-04-2023,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00186,C00029,25-10-2025,31-10-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00187,C00038,22-06-2021,01-07-2021,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00188,C00044,16-05-2025,30-05-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00189,C00020,04-07-2024,13-07-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00190,C00033,08-12-2022,16-12-2022,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00191,C00011,04-12-2024,08-12-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00192,C00024,26-01-2023,07-02-2023,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00193,C00049,17-11-2023,24-11-2023,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00194,C00036,26-07-2024,08-08-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00195,C00004,14-09-2025,23-09-2025,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00196,C00048,30-12-2025,13-01-2026,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00197,C00050,24-08-2020,06-09-2020,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00198,C00046,23-06-2023,01-07-2023,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00199,C00021,02-09-2024,09-09-2024,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
T00200,C00010,10-02-2026,15-02-2026,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
