enrollment_id,Emp_ID,course_id,enrollment_date,training_provider,course_status,ingest_timestamp,load_key
En01627,E01016,C00016,2021-01-28,T0191,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01628,E01016,C00019,2025-11-27,T0197,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01629,E01017,C00034,2022-10-07,T0146,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01630,E01017,C00046,2023-10-25,T0114,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01631,E01018,C00040,2022-01-01,T0166,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01632,E01018,C00035,2021-02-25,T0164,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01633,E01018,C00027,2022-01-18,T0088,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01634,E01019,C00015,2025-04-10,T0129,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01635,E01019,C00020,2023-09-27,T0076,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01636,E01019,C00019,2025-08-12,T0197,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01637,E01020,C00013,2026-02-09,T0156,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01638,E01021,C00025,2022-08-03,T0037,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01639,E01021,C00027,2022-04-15,T0088,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01640,E01022,C00025,2023-05-26,T0037,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01641,E01023,C00027,2021-03-28,T0058,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01642,E01024,C00026,2024-09-17,T0130,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01643,E01024,C00014,2021-08-04,T0149,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01644,E01025,C00016,2020-11-09,T0191,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01645,E01027,C00031,2021-08-03,T0010,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01646,E01028,C00031,2021-09-16,T0152,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01647,E01028,C00041,2023-12-17,T0063,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01648,E01028,C00040,2021-10-10,T0194,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01649,E01029,C00043,2024-07-26,T0100,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01650,E01030,C00027,2023-09-02,T0058,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01651,E01031,C00047,2025-12-02,T0026,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01652,E01032,C00028,2024-04-27,T0150,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01653,E01033,C00023,2024-05-18,T0196,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01654,E01033,C00029,2025-05-13,T0046,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01655,E01033,C00026,2025-04-04,T0081,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01656,E01034,C00037,2026-04-12,T0133,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01657,E01034,C00040,2025-01-24,T0194,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01658,E01035,C00042,2022-04-09,T0060,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01659,E01035,C00048,2026-04-05,T0067,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01660,E01037,C00012,2022-03-04,T0062,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01661,E01037,C00040,2022-06-04,T0194,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01662,E01037,C00037,2025-12-04,T0002,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01663,E01038,C00035,2021-02-04,T0165,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01664,E01040,C00001,2022-12-02,T0141,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01665,E01040,C00033,2023-05-14,T0073,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01666,E01040,C00003,2024-04-09,T0112,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01667,E01041,C00038,2021-05-27,T0176,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01668,E01041,C00025,2022-07-12,T0012,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01669,E01042,C00042,2023-05-06,T0034,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01670,E01042,C00002,2023-03-30,T0185,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01671,E01043,C00025,2023-06-21,T0037,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01672,E01044,C00027,2021-04-01,T0161,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01673,E01045,C00027,2023-11-09,T0161,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01674,E01046,C00027,2022-01-28,T0158,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01675,E01046,C00046,2023-06-12,T0114,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01676,E01046,C00035,2021-12-08,T0165,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01677,E01047,C00044,2024-10-14,T0052,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01678,E01048,C00016,2020-10-08,T0085,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01679,E01048,C00014,2021-09-26,T0039,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01680,E01048,C00023,2024-10-18,T0132,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01681,E01049,C00040,2022-03-16,T0167,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01682,E01049,C00025,2023-08-11,T0037,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01683,E01050,C00028,2024-05-29,T0150,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01684,E01050,C00025,2023-03-11,T0012,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01685,E01051,C00018,2023-01-17,T0190,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01686,E01053,C00005,2024-09-19,T0198,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01687,E01053,C00042,2024-05-04,T0011,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01688,E01053,C00028,2024-07-03,T0040,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01689,E01054,C00011,2023-12-26,T0200,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01690,E01055,C00027,2021-07-29,T0161,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01691,E01055,C00006,2022-01-15,T0178,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01692,E01056,C00023,2024-10-23,T0162,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01693,E01056,C00019,2026-03-16,T0197,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01694,E01057,C00013,2026-06-14,T0075,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01695,E01058,C00021,2024-03-02,T0030,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01696,E01059,C00023,2024-09-10,T0162,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01697,E01059,C00047,2025-07-09,T0109,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01698,E01060,C00029,2026-03-14,T0024,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01699,E01060,C00005,2024-06-28,T0004,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01700,E01061,C00028,2024-05-08,T0072,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01701,E01061,C00023,2024-02-11,T0160,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01702,E01061,C00007,2025-08-30,T0029,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01703,E01062,C00023,2024-08-07,T0134,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01704,E01062,C00007,2026-06-01,T0029,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01705,E01062,C00014,2021-05-17,T0149,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01706,E01063,C00039,2024-05-12,T0139,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01707,E01063,C00013,2025-08-20,T0126,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01708,E01063,C00031,2021-08-08,T0111,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01709,E01064,C00025,2023-05-07,T0012,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01710,E01065,C00044,2024-09-05,T0095,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01711,E01066,C00038,2021-04-27,T0117,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01712,E01066,C00019,2025-07-04,T0077,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01713,E01067,C00043,2024-09-06,T0089,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01714,E01068,C00017,2024-07-21,T0180,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01715,E01069,C00028,2023-10-15,T0018,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01716,E01070,C00038,2021-08-03,T0082,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01717,E01070,C00028,2024-05-31,T0072,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01718,E01071,C00024,2023-02-10,T0097,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01719,E01072,C00014,2022-08-20,T0149,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01720,E01072,C00015,2025-10-06,T0027,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01721,E01073,C00038,2024-03-22,T0176,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01722,E01073,C00041,2024-10-12,T0173,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01723,E01074,C00039,2024-01-08,T0170,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01724,E01074,C00014,2021-10-04,T0039,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01725,E01075,C00039,2023-09-14,T0019,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01726,E01075,C00046,2023-02-16,T0114,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01727,E01076,C00030,2024-05-03,T0169,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01728,E01077,C00016,2020-09-26,T0191,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01729,E01077,C00031,2021-12-17,T0084,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01730,E01077,C00025,2022-06-05,T0142,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01731,E01078,C00038,2021-08-06,T0082,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01732,E01078,C00044,2025-06-22,T0038,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01733,E01079,C00021,2024-07-30,T0030,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01734,E01080,C00027,2022-02-06,T0161,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01735,E01080,C00030,2023-06-26,T0055,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01736,E01081,C00016,2020-11-11,T0191,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01737,E01082,C00016,2021-01-13,T0191,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01738,E01082,C00014,2021-11-28,T0013,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01739,E01082,C00023,2024-07-22,T0050,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01740,E01083,C00030,2023-09-08,T0055,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01741,E01083,C00026,2024-04-12,T0118,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01742,E01084,C00043,2024-10-03,T0074,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01743,E01084,C00021,2023-11-24,T0030,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01744,E01085,C00008,2024-11-24,T0006,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01745,E01085,C00015,2025-07-28,T0172,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01746,E01086,C00048,2025-10-04,T0143,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01747,E01087,C00026,2025-02-22,T0118,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01748,E01087,C00033,2022-10-30,T0071,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01749,E01088,C00028,2024-05-05,T0018,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01750,E01089,C00014,2021-10-18,T0039,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01751,E01089,C00002,2020-07-09,T0110,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01752,E01090,C00024,2023-12-12,T0097,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01753,E01091,C00025,2022-12-23,T0142,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01754,E01092,C00032,2022-04-12,T0007,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01755,E01093,C00030,2023-07-03,T0055,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01756,E01093,C00013,2025-09-04,T0075,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01757,E01094,C00035,2021-10-23,T0127,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01758,E01095,C00033,2023-04-01,T0122,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01759,E01096,C00027,2021-04-23,T0158,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01760,E01096,C00028,2024-02-25,T0072,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01761,E01097,C00003,2024-05-14,T0112,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01762,E01099,C00014,2021-03-30,T0013,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01763,E01099,C00022,2025-08-06,T0068,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01764,E01099,C00028,2024-01-13,T0018,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01765,E01100,C00026,2024-06-25,T0118,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01766,E01100,C00047,2025-06-21,T0026,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01767,E01102,C00028,2024-01-11,T0040,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01768,E01102,C00025,2022-10-26,T0017,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01769,E01104,C00023,2024-02-02,T0050,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01770,E01104,C00038,2023-02-11,T0117,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01771,E01105,C00027,2021-05-01,T0161,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01772,E01106,C00027,2021-04-08,T0088,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01773,E01106,C00025,2023-05-26,T0142,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01774,E01107,C00041,2024-08-28,T0173,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01775,E01109,C00034,2022-08-10,T0146,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01776,E01109,C00043,2024-06-28,T0137,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01777,E01109,C00041,2024-07-31,T0063,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01778,E01111,C00028,2024-05-22,T0040,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01779,E01111,C00022,2025-05-09,T0168,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01780,E01111,C00013,2025-10-14,T0075,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01781,E01112,C00031,2021-10-15,T0010,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01782,E01112,C00014,2021-07-23,T0149,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01783,E01112,C00034,2022-12-04,T0105,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01784,E01114,C00014,2021-03-15,T0039,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01785,E01114,C00041,2024-03-14,T0063,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01786,E01115,C00027,2021-04-05,T0058,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01787,E01115,C00042,2022-07-07,T0060,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01788,E01116,C00022,2025-12-17,T0168,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01789,E01117,C00027,2022-04-03,T0161,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01790,E01117,C00028,2024-04-24,T0018,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01791,E01118,C00014,2021-06-10,T0149,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01792,E01118,C00047,2025-08-11,T0041,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01793,E01119,C00027,2023-01-10,T0058,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01794,E01120,C00030,2023-12-07,T0055,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01795,E01120,C00032,2021-11-24,T0079,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01796,E01120,C00026,2024-04-13,T0081,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01797,E01121,C00011,2023-11-02,T0104,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01798,E01122,C00039,2024-05-08,T0170,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01799,E01122,C00023,2023-12-29,T0132,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01800,E01122,C00045,2024-03-24,T0093,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01801,E01123,C00006,2022-02-10,T0178,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01802,E01124,C00045,2023-05-14,T0093,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01803,E01124,C00015,2026-03-07,T0049,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01804,E01124,C00048,2025-11-27,T0067,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01805,E01125,C00018,2023-12-26,T0190,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01806,E01126,C00019,2026-01-26,T0065,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01807,E01128,C00038,2023-03-04,T0028,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01808,E01129,C00006,2021-09-19,T0098,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01809,E01129,C00015,2025-07-10,T0129,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01810,E01130,C00021,2024-09-03,T0030,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01811,E01130,C00026,2024-07-01,T0081,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01812,E01131,C00033,2022-10-09,T0073,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01813,E01131,C00023,2024-04-27,T0160,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01814,E01132,C00040,2022-03-27,T0167,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01815,E01132,C00033,2023-01-08,T0144,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01816,E01132,C00030,2024-01-12,T0169,Completed,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01817,E01133,C00050,2020-12-22,T0094,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01818,E01133,C00007,2025-12-12,T0014,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01819,E01134,C00015,2025-05-22,T0044,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01820,E01135,C00024,2022-10-08,T0107,Cancelled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01821,E01136,C00040,2022-01-25,T0194,Enrolled,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
En01822,E01136,C00021,2024-04-20,T0030,In Progress,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
