enrollment_id,Emp_ID,course_id,enrollment_date,training_provider,course_status,ingest_timestamp,load_key
En00804,E00512,C00010,2025-12-08,T0000,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00805,E00513,C00030,2023-07-17,T0055,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00806,E00513,C00028,2023-11-23,T0150,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00807,E00516,C00028,2024-06-03,T0150,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00808,E00517,C00021,2024-01-08,T0030,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00809,E00517,C00024,2023-02-12,T0091,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00810,E00518,C00020,2024-03-01,T0076,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00811,E00519,C00010,2025-12-13,T0000,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00812,E00519,C00021,2024-09-02,T0030,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00813,E00519,C00048,2025-09-23,T0086,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00814,E00520,C00010,2025-05-07,T0000,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00815,E00520,C00030,2023-05-25,T0169,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00816,E00521,C00030,2023-07-10,T0135,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00817,E00524,C00025,2022-04-21,T0012,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00818,E00524,C00028,2023-11-10,T0150,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00819,E00525,C00018,2023-01-02,T0192,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00820,E00525,C00026,2024-12-08,T0106,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00821,E00526,C00006,2022-02-17,T0184,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00822,E00527,C00050,2023-02-21,T0147,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00823,E00527,C00018,2023-02-21,T0136,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00824,E00528,C00026,2024-02-19,T0081,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00825,E00528,C00033,2023-05-04,T0144,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00826,E00529,C00041,2024-03-05,T0063,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00827,E00529,C00013,2025-06-17,T0156,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00828,E00529,C00048,2026-02-26,T0096,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00829,E00530,C00025,2022-04-24,T0017,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00830,E00530,C00007,2026-01-23,T0029,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00831,E00530,C00017,2025-12-16,T0005,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00832,E00531,C00011,2023-12-10,T0121,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00833,E00532,C00021,2024-06-25,T0030,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00834,E00532,C00025,2023-06-01,T0012,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00835,E00533,C00050,2021-07-25,T0021,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00836,E00534,C00027,2022-01-16,T0158,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00837,E00534,C00028,2024-08-05,T0150,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00838,E00535,C00019,2025-06-03,T0197,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00839,E00536,C00025,2022-11-25,T0017,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00840,E00537,C00043,2024-12-21,T0074,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00841,E00538,C00031,2021-06-09,T0084,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00842,E00538,C00028,2023-12-03,T0040,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00843,E00539,C00030,2023-07-21,T0055,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00844,E00540,C00025,2023-08-31,T0012,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00845,E00540,C00028,2024-06-12,T0072,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00846,E00541,C00030,2024-01-27,T0135,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00847,E00541,C00033,2022-11-05,T0157,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00848,E00543,C00039,2023-08-11,T0170,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00849,E00543,C00033,2022-10-26,T0131,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00850,E00543,C00002,2020-10-07,T0032,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00851,E00544,C00024,2022-07-29,T0153,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00852,E00545,C00033,2023-06-26,T0101,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00853,E00545,C00040,2022-01-13,T0166,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00854,E00545,C00025,2022-10-11,T0142,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00855,E00546,C00033,2023-03-27,T0073,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00856,E00546,C00002,2021-06-13,T0057,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00857,E00547,C00033,2023-06-18,T0122,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00858,E00548,C00027,2021-10-24,T0058,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00859,E00548,C00046,2023-08-28,T0070,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00860,E00548,C00006,2021-11-26,T0178,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00861,E00549,C00016,2022-10-14,T0191,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00862,E00549,C00047,2025-10-28,T0064,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00863,E00550,C00030,2023-06-08,T0055,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00864,E00551,C00014,2021-08-19,T0149,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00865,E00552,C00024,2023-02-16,T0153,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00866,E00553,C00040,2022-04-12,T0167,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00867,E00553,C00021,2024-01-16,T0030,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00868,E00553,C00046,2023-04-28,T0070,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00869,E00555,C00047,2025-06-17,T0026,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00870,E00555,C00014,2021-12-15,T0013,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00871,E00556,C00046,2024-03-18,T0070,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00872,E00556,C00041,2024-01-10,T0063,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00873,E00556,C00025,2022-08-26,T0017,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00874,E00557,C00005,2025-05-16,T0183,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00875,E00557,C00019,2026-01-18,T0197,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00876,E00558,C00037,2026-01-21,T0133,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00877,E00558,C00019,2026-02-17,T0077,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00878,E00558,C00034,2022-11-01,T0146,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00879,E00559,C00038,2020-06-26,T0116,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00880,E00559,C00034,2022-09-05,T0043,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00881,E00560,C00042,2022-03-17,T0034,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00882,E00560,C00045,2024-01-14,T0023,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00883,E00561,C00005,2025-04-12,T0004,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00884,E00562,C00025,2022-09-28,T0142,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00885,E00563,C00038,2020-09-23,T0028,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00886,E00564,C00014,2022-01-17,T0149,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00887,E00564,C00025,2023-02-04,T0012,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00888,E00566,C00017,2024-09-14,T0005,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00889,E00569,C00043,2024-11-08,T0089,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00890,E00570,C00026,2024-09-19,T0106,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00891,E00571,C00032,2021-05-14,T0047,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00892,E00573,C00021,2024-10-15,T0030,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00893,E00573,C00041,2024-02-26,T0063,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00894,E00574,C00043,2025-07-05,T0074,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00895,E00574,C00033,2022-09-26,T0073,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00896,E00574,C00035,2021-11-03,T0164,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00897,E00575,C00047,2026-01-06,T0026,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00898,E00576,C00007,2025-10-26,T0029,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00899,E00577,C00032,2021-04-20,T0007,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00900,E00578,C00028,2023-11-11,T0150,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00901,E00578,C00045,2023-10-06,T0023,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00902,E00578,C00018,2022-12-15,T0136,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00903,E00579,C00010,2025-10-31,T0000,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00904,E00579,C00024,2023-04-09,T0153,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00905,E00580,C00034,2023-01-04,T0105,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00906,E00580,C00021,2024-06-27,T0030,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00907,E00580,C00007,2025-11-17,T0102,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00908,E00581,C00027,2021-12-30,T0158,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00909,E00582,C00017,2026-06-15,T0005,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00910,E00583,C00028,2024-05-24,T0150,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00911,E00583,C00025,2023-09-05,T0017,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00912,E00584,C00046,2023-03-22,T0070,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00913,E00586,C00043,2024-08-17,T0137,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00914,E00587,C00013,2026-03-17,T0156,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00915,E00587,C00033,2023-05-13,T0122,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00916,E00587,C00030,2023-08-24,T0169,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00917,E00588,C00030,2023-12-28,T0169,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00918,E00588,C00040,2022-03-28,T0167,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00919,E00588,C00019,2025-06-28,T0065,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00920,E00589,C00030,2023-06-21,T0055,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00921,E00589,C00011,2024-08-07,T0199,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00922,E00589,C00031,2021-07-26,T0084,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00923,E00590,C00013,2025-11-06,T0156,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00924,E00591,C00033,2023-02-18,T0131,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00925,E00591,C00024,2022-11-19,T0107,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00926,E00591,C00019,2025-11-20,T0197,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00927,E00592,C00040,2021-08-28,T0115,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00928,E00593,C00044,2025-05-29,T0038,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00929,E00593,C00019,2025-10-08,T0065,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00930,E00593,C00034,2022-10-26,T0105,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00931,E00594,C00007,2026-01-12,T0061,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00932,E00595,C00027,2021-07-25,T0158,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00933,E00596,C00039,2024-02-25,T0170,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00934,E00596,C00025,2022-07-02,T0037,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00935,E00597,C00028,2024-03-19,T0018,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00936,E00597,C00027,2023-10-18,T0161,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00937,E00598,C00032,2021-06-16,T0015,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00938,E00598,C00022,2025-03-16,T0168,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00939,E00598,C00014,2021-10-24,T0149,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00940,E00599,C00025,2022-07-07,T0142,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00941,E00600,C00033,2022-11-13,T0157,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00942,E00601,C00017,2024-06-24,T0180,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00943,E00602,C00032,2021-10-09,T0108,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00944,E00603,C00042,2023-01-30,T0034,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00945,E00604,C00022,2025-06-05,T0168,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00946,E00604,C00042,2022-04-29,T0011,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00947,E00604,C00037,2026-04-10,T0002,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00948,E00605,C00018,2022-09-17,T0025,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00949,E00605,C00020,2024-05-18,T0076,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00950,E00605,C00007,2026-05-24,T0061,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00951,E00606,C00023,2024-02-11,T0050,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00952,E00607,C00011,2024-03-13,T0104,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00953,E00609,C00050,2021-04-06,T0125,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00954,E00609,C00005,2025-02-26,T0198,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00955,E00610,C00013,2025-11-06,T0126,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00956,E00610,C00014,2022-05-09,T0013,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00957,E00610,C00035,2022-05-09,T0035,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00958,E00611,C00025,2023-02-20,T0037,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00959,E00611,C00032,2021-08-14,T0108,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00960,E00612,C00033,2022-10-06,T0122,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00961,E00613,C00032,2022-01-25,T0047,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00962,E00613,C00023,2024-06-04,T0196,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00963,E00614,C00023,2024-05-29,T0162,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00964,E00614,C00014,2022-01-24,T0149,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00965,E00614,C00033,2023-01-06,T0080,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00966,E00615,C00027,2021-09-03,T0158,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00967,E00616,C00013,2025-09-11,T0156,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00968,E00616,C00032,2022-04-01,T0015,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00969,E00616,C00014,2021-08-15,T0149,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00970,E00617,C00044,2025-01-06,T0038,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00971,E00617,C00016,2021-01-08,T0191,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00972,E00618,C00018,2023-02-04,T0190,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00973,E00619,C00007,2025-10-23,T0029,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00974,E00619,C00006,2021-11-17,T0184,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00975,E00619,C00024,2022-06-20,T0153,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00976,E00620,C00010,2025-06-27,T0000,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00977,E00620,C00032,2021-04-23,T0047,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00978,E00622,C00003,2024-05-30,T0181,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00979,E00624,C00038,2020-08-10,T0116,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00980,E00624,C00016,2020-12-17,T0191,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00981,E00625,C00018,2022-08-25,T0192,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00982,E00625,C00011,2023-12-21,T0199,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00983,E00625,C00019,2026-03-01,T0197,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00984,E00626,C00027,2021-11-19,T0088,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00985,E00627,C00050,2024-06-20,T0147,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00986,E00627,C00020,2024-09-10,T0113,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00987,E00628,C00028,2024-05-05,T0018,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00988,E00628,C00033,2023-06-11,T0080,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00989,E00628,C00030,2023-10-15,T0135,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00990,E00629,C00019,2026-01-07,T0065,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00991,E00630,C00040,2022-01-03,T0167,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00992,E00631,C00010,2025-12-14,T0000,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00993,E00631,C00033,2023-06-21,T0080,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00994,E00632,C00022,2025-05-08,T0068,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00995,E00632,C00033,2022-12-06,T0073,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00996,E00634,C00029,2025-04-15,T0186,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00997,E00634,C00004,2026-02-08,T0151,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00998,E00634,C00038,2021-05-26,T0116,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En00999,E00635,C00015,2025-08-06,T0027,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01000,E00636,C00040,2022-07-28,T0167,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01001,E00637,C00016,2021-03-12,T0191,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01002,E00639,C00028,2023-11-22,T0040,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01003,E00641,C00027,2024-08-04,T0158,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01004,E00641,C00039,2024-08-04,T0139,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
