enrollment_id,Emp_ID,course_id,enrollment_date,training_provider,course_status,ingest_timestamp,load_key
En00181,E00126,C00004,2026-02-05,T0151,In Progress,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00182,E00126,C00038,2021-06-18,T0117,In Progress,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00183,E00126,C00048,2026-01-03,T0067,Cancelled,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00184,E00127,C00018,2025-05-09,T0190,Enrolled,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00185,E00127,C00020,2025-05-09,T0113,Cancelled,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00186,E00127,C00015,2025-10-02,T0051,Completed,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00187,E00128,C00023,2024-10-02,T0050,Cancelled,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00188,E00128,C00022,2025-03-15,T0168,Completed,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00189,E00128,C00038,2021-05-29,T0116,Enrolled,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00190,E00130,C00030,2024-02-19,T0169,Cancelled,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00191,E00130,C00024,2023-08-02,T0097,In Progress,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00192,E00131,C00017,2025-08-18,T0180,Completed,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00193,E00131,C00030,2023-11-22,T0169,In Progress,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00194,E00131,C00042,2023-04-25,T0119,Enrolled,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00195,E00132,C00039,2025-02-10,T0139,In Progress,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00196,E00132,C00029,2026-03-24,T0046,Completed,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00197,E00132,C00035,2025-02-10,T0035,Completed,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00198,E00133,C00039,2024-01-07,T0139,Enrolled,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00199,E00134,C00023,2024-01-24,T0160,Completed,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00200,E00134,C00025,2022-07-24,T0142,Completed,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00201,E00135,C00021,2024-03-21,T0030,Cancelled,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00202,E00135,C00007,2026-06-04,T0061,Enrolled,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00203,E00136,C00005,2024-10-30,T0004,Cancelled,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00204,E00136,C00046,2023-05-10,T0070,Completed,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00205,E00137,C00032,2024-08-14,T0007,Cancelled,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00206,E00137,C00027,2024-08-14,T0088,Cancelled,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00207,E00137,C00035,2024-08-14,T0164,Completed,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00208,E00140,C00014,2021-03-23,T0013,Enrolled,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00209,E00140,C00041,2024-02-21,T0173,Enrolled,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00210,E00141,C00030,2023-09-15,T0055,Enrolled,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00211,E00141,C00025,2023-10-04,T0012,Completed,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00212,E00142,C00031,2021-08-23,T0010,Completed,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00213,E00142,C00014,2021-10-01,T0039,Completed,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00214,E00143,C00047,2025-06-09,T0041,In Progress,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00215,E00143,C00002,2021-03-23,T0185,Completed,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00216,E00143,C00021,2024-08-18,T0030,In Progress,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00217,E00145,C00023,2024-06-14,T0134,Cancelled,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00218,E00145,C00007,2026-03-30,T0014,In Progress,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00219,E00146,C00037,2025-09-27,T0154,In Progress,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
En00220,E00147,C00046,2024-06-05,T0070,Enrolled,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
